dataset,scene,image,rotation_matrix,translation_vector
imc2024_dioscuri_baalshamin,dioscuri,dioscuri_img_0353.png,-0.596650382;-0.163497307;-0.785669748;0.436498009;0.755417704;-0.488685564;0.673407611;-0.634517709;-0.379354013,0.379061545;0.956191368;2.320832365
imc2024_dioscuri_baalshamin,dioscuri,dioscuri_img_0099.png,-0.157039884;0.976677385;-0.146423222;-0.198827897;-0.176493818;-0.964011099;-0.967370633;-0.122275170;0.221907279,-0.057751089;0.487358891;4.445595663
imc2024_dioscuri_baalshamin,dioscuri,dioscuri_3dom_fbk_img_1573.png,-0.474059488;0.137068817;0.869758438;-0.656936137;0.602655079;-0.453036166;-0.586261472;-0.786141841;-0.195648899,-0.718693487;0.448658965;1.074417473
imc2024_dioscuri_baalshamin,dioscuri,dioscuri_3dom_fbk_img_1565.png,0.469946989;0.742078938;-0.477983972;0.496197159;0.225756478;0.838345031;0.730026168;-0.631152013;-0.262123884,0.824470078;-0.418203799;1.963680068
imc2024_dioscuri_baalshamin,dioscuri,dioscuri_3dom_fbk_img_1554.png,0.015919484;-0.994235828;0.106026824;0.928659653;-0.024600273;-0.370116299;0.370591174;0.104354894;0.922915076,0.581944223;0.509879475;1.934491540
imc2024_dioscuri_baalshamin,dioscuri,dioscuri_img_0257.png,0.779881239;-0.119665283;-0.614382189;0.120231699;0.991916137;-0.040579754;0.614271595;-0.042220826;0.787964346,0.735999919;-0.158643008;2.549602608
imc2024_dioscuri_baalshamin,dioscuri,dioscuri_3dom_fbk_img_1538.png,0.212343457;-0.977191327;-0.002714297;0.541600287;0.115376724;0.832680816;-0.813375304;-0.178284387;0.553746595,0.334450335;-0.208143107;1.276346744
imc2024_dioscuri_baalshamin,dioscuri,dioscuri_img_0182.png,0.994929809;-0.025133802;0.097380531;0.037220317;0.991538531;-0.124362332;-0.093430850;0.127356326;0.987446729,0.513476972;-0.541554133;4.853530984
imc2024_dioscuri_baalshamin,dioscuri,dioscuri_img_0055.png,0.785664034;0.064059529;0.615327882;-0.087450206;0.996137136;0.007954143;-0.612441416;-0.060059834;0.788231139,-0.191504587;0.312116849;5.267312846
imc2024_lizard_pond,lizard,lizard_00459.png,0.992438601;-0.027425452;0.119638903;0.031335646;0.999030388;-0.030925099;-0.118674765;0.034440225;0.992335715,-0.408318278;-0.939737011;0.819168078
imc2024_lizard_pond,lizard,lizard_00107.png,0.725312509;0.299932566;-0.619646851;-0.107448872;0.938391386;0.328445348;0.679982723;-0.171645164;0.712854427,-0.393995641;-0.081043942;-0.109744373
imc2024_lizard_pond,lizard,lizard_00527.png,0.936143268;-0.141444960;0.321914747;0.092657694;0.982398041;0.162199388;-0.339190703;-0.122013987;0.932771276,-1.159439870;-1.592262361;3.465702372
imc2024_lizard_pond,lizard,lizard_00618.png,0.990086506;-0.029594538;-0.137305767;0.113224578;0.746650015;0.655510450;0.083119824;-0.664558439;0.742598933,0.296388469;-0.694734206;-0.896031276
imc2024_lizard_pond,lizard,lizard_00074.png,0.471132454;0.449743061;-0.758792059;-0.551141218;0.821742802;0.144852080;0.688678131;0.349957064;0.635021642,1.665682443;-0.682540534;3.009924404
imc2024_lizard_pond,lizard,lizard_00567.png,0.999097996;0.042422607;0.001875070;-0.040425779;0.963730381;-0.263798237;-0.012998071;0.263484489;0.964576059,0.081870592;0.469220424;-1.277970606
imc2024_lizard_pond,lizard,lizard_00173.png,-0.891724649;0.137922492;-0.431050503;-0.240161576;0.663066931;0.708988478;0.383600792;0.735744270;-0.558149443,-2.884296275;-0.104513247;7.352808331
imc2024_lizard_pond,lizard,lizard_00571.png,0.993300439;-0.007517066;-0.115315793;0.030666761;0.979250170;0.200321379;0.111417180;-0.202515675;0.972920147,0.273327446;-0.265227107;-1.449980648
imc2024_lizard_pond,lizard,lizard_00055.png,0.539651636;0.359773225;-0.761143441;-0.553439969;0.832888061;0.001295472;0.634413361;0.420548099;0.648582287,1.475636160;-0.908681749;2.807355560
imc2024_lizard_pond,lizard,lizard_00568.png,0.992151884;0.125035742;0.000838640;-0.125034014;0.992150699;-0.001867169;-0.001065520;0.001747657;0.999997905,0.044376316;0.046923450;-1.435536954
imc2024_lizard_pond,lizard,lizard_00674.png,0.901630412;-0.321003751;0.289860643;0.396651838;0.880884174;-0.258283550;-0.172423665;0.347850060;0.921558688,-2.268231488;-1.479915758;0.559223252
imc2024_lizard_pond,lizard,lizard_00580.png,0.990096071;0.041430024;-0.134139196;-0.019439116;0.986718204;0.161274013;0.139039173;-0.157069220;0.977751179,0.309645336;-0.232379161;-1.438291685
imc2024_lizard_pond,lizard,lizard_00676.png,0.839161261;-0.384589186;0.384577088;0.495288008;0.832521532;-0.248188813;-0.224717973;0.398746857;0.889102231,-2.318653708;-1.831227314;0.778190667
imc2024_lizard_pond,lizard,lizard_00013.png,0.952513264;-0.110298674;0.283818048;0.006222847;0.938944417;0.344012585;-0.304433504;-0.325910394;0.895043383,-0.538280399;-0.258789377;0.287999164
imc2024_lizard_pond,lizard,lizard_00668.png,0.966538708;-0.251612979;0.049938300;0.248267450;0.966528432;0.064699799;-0.064546096;-0.050136806;0.996654455,-1.157904673;-0.928135774;0.624924746
imc2024_lizard_pond,lizard,lizard_00351.png,0.515367088;0.103374782;0.850711713;0.800986593;0.294805002;-0.521066684;-0.304659224;0.949949296;0.069130981,-0.998296750;-0.259604655;-0.806099571
imc2024_lizard_pond,lizard,lizard_00482.png,0.999349509;-0.033206575;0.014067045;0.022272972;0.875097128;0.483434515;-0.028363235;-0.482806731;0.875267495,-0.519460308;-1.595802554;8.688501460
imc2024_lizard_pond,lizard,lizard_00034.png,-0.742811972;0.196901874;-0.639890637;-0.392216603;0.646604728;0.654269411;0.542583184;0.736974883;-0.403077548,-0.561882753;-0.380741137;6.872296629
imc2024_lizard_pond,lizard,lizard_00161.png,-0.984107782;0.040503799;-0.172891049;-0.106810138;0.642790179;0.758559411;0.141857206;0.764970736;-0.628248602,0.908697547;0.162842919;7.067603239
imc2024_lizard_pond,lizard,lizard_00014.png,0.976881487;-0.070524712;0.201813838;0.018561472;0.968434380;0.248576594;-0.212974252;-0.239083911;0.947354660,-0.293364538;-0.198288213;-0.269461434
imc2024_lizard_pond,lizard,lizard_00350.png,0.875116283;-0.103011268;0.472821498;0.132474978;0.990752022;-0.029339590;-0.465426547;0.088312570;0.880669642,-0.536074080;-1.124936690;-0.436433959
imc2024_lizard_pond,lizard,lizard_00308.png,0.987225062;0.156646642;-0.029129122;-0.150861019;0.977802165;0.145409351;0.051260405;-0.139157307;0.988942675,-0.495999834;-1.113339247;-0.353001055
imc2024_lizard_pond,lizard,lizard_00415.png,0.980007316;0.185794184;0.071177113;-0.197481737;0.864794862;0.461660926;0.024220314;-0.466487265;0.884196250,-0.630380197;-1.143895146;0.153615451
imc2024_lizard_pond,lizard,lizard_00160.png,-0.992019554;0.007632997;-0.125852857;-0.092993982;0.629753918;0.771208222;0.085142960;0.776757195;-0.624018378,0.629638585;0.017551377;7.109958735
imc2024_lizard_pond,lizard,lizard_00402.png,0.963666890;0.243797610;-0.109127683;-0.221012820;0.957215786;0.186792056;0.149998198;-0.155886702;0.976319557,-0.520963111;-1.131219292;-0.372405659
imc2024_lizard_pond,lizard,lizard_00616.png,0.960198605;0.084300483;-0.266293198;0.091956302;0.804816782;0.586356535;0.263747374;-0.587506065;0.765031990,0.426181301;-0.625941507;-0.925086916
imc2024_lizard_pond,lizard,lizard_00551.png,0.866451603;-0.271645989;0.418891485;0.194243893;0.956334347;0.218389393;-0.459924917;-0.107856726;0.881383002,-0.646758352;-0.364775426;0.165252859
imc2024_lizard_pond,lizard,lizard_00181.png,-0.976896734;0.050260201;-0.207717797;-0.173394411;0.381767772;0.907847865;0.124928577;0.922890720;-0.364232852,-6.569494167;-0.292766124;4.427842387
imc2024_lizard_pond,lizard,lizard_00195.png,-0.998720884;-0.039684776;-0.031332319;-0.042725793;0.330988289;0.942667099;-0.027038902;0.942800016;-0.332260480,-4.389287474;0.784002690;1.782056844
imc2024_lizard_pond,lizard,lizard_00507.png,0.992742500;0.049113013;-0.109773589;0.020896291;0.828473675;0.559638022;0.118430038;-0.557870310;0.821434747,-2.780284432;-0.783499413;8.254109221
imc2024_lizard_pond,lizard,lizard_00606.png,0.531077708;-0.232255941;0.814870325;0.408473555;0.912750026;-0.006061803;-0.742365020;0.336072267;0.579611601,-1.314593942;0.094584375;-0.840804477
imc2024_lizard_pond,lizard,lizard_00075.png,0.578240737;0.396744251;-0.712903675;-0.513492296;0.856002064;0.059884295;0.634005767;0.331443006;0.698700380,1.788015096;-0.631124547;2.717953768
imc2024_lizard_pond,lizard,lizard_00236.png,0.308515735;0.511053473;-0.802273263;-0.800571749;0.594997245;0.071155839;0.513714820;0.620324613;0.592700985,2.897378930;-2.067591633;3.810449698
imc2024_lizard_pond,lizard,lizard_00716.png,-0.847493047;-0.341617528;0.406267154;0.240852347;0.434562261;0.867839725;-0.473017634;0.833338530;-0.286009112,1.508209654;-1.459276776;5.766558283
imc2024_lizard_pond,lizard,lizard_00516.png,0.872855889;-0.176539756;0.454924511;0.067986037;0.967167102;0.244878939;-0.483218889;-0.182815510;0.856199740,1.729910631;-2.570573622;4.892413637
imc2024_lizard_pond,lizard,lizard_00637.png,0.963600741;0.054895000;-0.261648907;-0.035160575;0.996212971;0.079520129;0.265023293;-0.067425929;0.961881697,1.166268797;-0.580442775;1.752303873
imc2024_lizard_pond,lizard,lizard_00089.png,0.990063942;-0.136633913;0.033234978;0.134885372;0.989591473;0.050146321;-0.039740739;-0.045165152;0.998188751,-0.245040639;-0.916088060;0.976214175
imc2024_lizard_pond,lizard,lizard_00003.png,0.980775542;0.122603187;-0.151815002;-0.081134592;0.963754350;0.254154936;0.177472573;-0.236951497;0.955174054,-0.841182852;-0.717542349;1.837576528
imc2024_lizard_pond,lizard,lizard_00051.png,0.989151216;-0.050061396;0.138107673;-0.005672929;0.926423135;0.376441220;-0.146791316;-0.373140766;0.916088576,-0.026255778;-0.509817675;2.864779964
imc2024_lizard_pond,lizard,lizard_00070.png,0.087600349;0.580207960;-0.809743726;-0.644479124;0.652837359;0.398057837;0.759587281;0.486992922;0.431120699,1.210761662;-1.102667121;3.921332882
imc2024_lizard_pond,lizard,lizard_00278.png,0.767331250;0.434036905;-0.472032540;-0.486535969;0.873573277;0.012348277;0.417714621;0.220185591;0.881494641,-0.089647866;-1.488845277;1.707801164
imc2024_lizard_pond,lizard,lizard_00613.png,0.885408611;-0.122643982;-0.448341438;0.145358799;0.989242165;0.016454724;0.441500182;-0.079739527;0.893710914,0.807669968;0.017832371;-1.200722086
imc2024_lizard_pond,lizard,lizard_00329.png,0.408295684;-0.043029914;0.911834996;0.467053739;0.868089893;-0.168168795;-0.784318455;0.494538537;0.374534639,-0.849862818;-1.059405519;-0.218309474
imc2024_lizard_pond,lizard,lizard_00268.png,0.491238347;0.651162737;-0.578508406;-0.591736282;0.736860796;0.326931706;0.639165909;0.181723022;0.747290897,0.214494249;-1.367123018;2.847029377
imc2024_lizard_pond,lizard,lizard_00244.png,0.388807059;0.522301835;-0.758966313;-0.787169286;0.616381951;0.020923787;0.478741669;0.589299655;0.650793616,3.298197620;-1.288075480;2.990817286
imc2024_lizard_pond,lizard,lizard_00466.png,0.956466931;0.157504421;-0.245689576;-0.152223390;0.987517422;0.040464562;0.248996084;-0.001303315;0.968503614,-0.784725264;-1.222708861;1.650285287
imc2024_lizard_pond,lizard,lizard_00404.png,0.970822247;0.238568572;-0.024273472;-0.221227736;0.930091795;0.293236325;0.092533528;-0.279310383;0.955731791,-0.577182068;-1.181186630;-0.173064790
imc2024_lizard_pond,lizard,lizard_00169.png,-0.870309003;0.174362055;-0.460608415;-0.265019822;0.622489650;0.736390610;0.415122551;0.762957738;-0.495548946,-0.733019338;-0.435127902;7.411489451
imc2024_lizard_pond,lizard,lizard_00233.png,-0.119180649;0.444496345;-0.887816970;-0.717447402;0.579571191;0.386479572;0.686341896;0.683022865;0.249829078,0.768066420;-1.706863937;4.921026992
imc2024_lizard_pond,lizard,lizard_00164.png,-0.872138207;0.156626831;-0.463511579;-0.227777266;0.708461515;0.667981885;0.433004001;0.688149924;-0.582200324,1.251544103;0.675988018;6.929112639
imc2024_lizard_pond,lizard,lizard_00585.png,0.999329792;-0.026058857;-0.025708039;0.028501247;0.994606343;0.099729138;0.022970551;-0.100395010;0.994682460,0.098983036;-0.146884732;-1.478968101
imc2024_lizard_pond,lizard,lizard_00203.png,0.364402421;0.454637036;-0.812721380;-0.557757703;0.805429328;0.200474294;0.745732673;0.380248292;0.547077706,-0.372385554;-1.865131381;4.201893813
imc2024_lizard_pond,lizard,lizard_00512.png,0.894173541;-0.183760188;0.408271812;-0.014225190;0.899768956;0.436134693;-0.447494495;-0.395787846;0.801935569,1.350369030;-1.888122044;6.760357855
imc2024_lizard_pond,lizard,lizard_00217.png,0.114671417;0.495659263;-0.860913678;-0.617706898;0.714295260;0.328968797;0.778002991;0.494068999;0.388081395,3.786121109;-0.280647677;4.711979745
imc2024_lizard_pond,lizard,lizard_00519.png,0.998991377;0.033518628;-0.029878601;-0.032984924;0.999290491;0.018179937;0.030466769;-0.017176056;0.999388192,-1.276239332;-1.506647075;2.086289571
imc2024_lizard_pond,lizard,lizard_00698.png,-0.345655072;-0.639012854;0.687157291;0.470864696;0.515309490;0.716060449;-0.811670505;0.571068036;0.122769255,-0.662248206;-1.802431527;4.520882061
imc2024_lizard_pond,lizard,lizard_00670.png,0.929761958;-0.323905169;0.175008978;0.315360447;0.945972057;0.075396663;-0.189974971;-0.014910039;0.981675711,-1.547549950;-1.148834408;0.758588223
imc2024_lizard_pond,lizard,lizard_00175.png,-0.739136238;0.284001452;-0.610754286;-0.299732512;0.673346482;0.675843870;0.603189890;0.682603612;-0.412570317,-1.454442353;-0.275989372;7.855985048
imc2024_lizard_pond,lizard,lizard_00165.png,-0.864522672;0.212055947;-0.455667451;-0.217676896;0.659204617;0.719768047;0.453009182;0.721444072;-0.523737656,1.199128334;0.181444859;7.026390396
imc2024_lizard_pond,lizard,lizard_00592.png,0.983075205;-0.093370720;0.157623127;0.103443499;0.993004107;-0.056941078;-0.151203783;0.072282449;0.985856310,-0.321276831;0.111124558;-1.466638825
imc2024_lizard_pond,lizard,lizard_00113.png,0.994242234;-0.071007346;0.080251713;0.040770301;0.943271733;0.329509059;-0.099096736;-0.324339936;0.940735586,-0.107964740;-0.465437923;-0.839300801
imc2024_lizard_pond,lizard,lizard_00538.png,0.952406875;-0.169846211;0.253127257;0.147967541;0.983588627;0.103242532;-0.266508444;-0.060874279;0.961908297,0.255829219;-1.610667682;2.972751691
imc2024_lizard_pond,lizard,lizard_00431.png,0.994784878;0.099579354;0.022068049;-0.101913315;0.961765628;0.254205729;0.004089351;-0.255129043;0.966898365,-0.351769595;-0.241183431;0.492150518
imc2024_lizard_pond,lizard,lizard_00307.png,0.964350561;0.222089751;-0.143889326;-0.196594004;0.965237492;0.172242218;0.177140603;-0.137814101;0.974488830,-0.479270149;-1.108219366;-0.388171110
imc2024_lizard_pond,lizard,lizard_00192.png,-0.383911813;0.476484132;-0.790932736;-0.607403849;0.514836157;0.604982889;0.695465517;0.712675665;0.091766613,-0.490012577;-1.488437799;4.927402702
imc2024_lizard_pond,lizard,lizard_00591.png,0.995213634;-0.006884627;0.097480384;0.016957728;0.994548489;-0.102887019;-0.096240630;0.104047610;0.989904963,-0.249333423;0.143548067;-1.541035005
imc2024_lizard_pond,lizard,lizard_00226.png,-0.075744514;0.491309657;-0.867685190;-0.679746410;0.611209108;0.405423537;0.729525590;0.620514502;0.287670239,1.964483505;-1.127479477;5.139684836
imc2024_lizard_pond,lizard,lizard_00435.png,0.959004604;0.193764092;-0.206798562;-0.142741289;0.960674976;0.238177486;0.244816448;-0.198894613;0.948949862,-0.935034624;-0.068148387;-0.194307978
imc2024_lizard_pond,lizard,lizard_00531.png,0.925481400;-0.165165916;0.340887662;0.143254862;0.985705987;0.088666518;-0.350659696;-0.033225398;0.935913378,-0.779311344;-1.879329471;3.330132224
imc2024_lizard_pond,lizard,lizard_00190.png,0.010130094;0.547128676;-0.836987212;-0.490319832;0.732213434;0.472704929;0.871483703;0.405602884;0.275685431,1.434801929;-0.653813740;5.636861134
imc2024_lizard_pond,lizard,lizard_00361.png,-0.413483483;0.387350697;0.824009009;0.901581461;0.047740352;0.429967124;0.127209586;0.920695550;-0.368968054,-0.894366207;-0.719024021;-0.571929451
imc2024_lizard_pond,lizard,lizard_00087.png,0.963037723;0.072030236;-0.259557293;-0.087932500;0.994862193;-0.050170640;0.254609934;0.071139741;0.964423620,0.308347763;-0.803191037;0.972758707
imc2024_lizard_pond,lizard,lizard_00682.png,0.471271177;-0.584703415;0.660322189;0.411674906;0.807942723;0.421606840;-0.780017467;0.073146923;0.621467842,-1.738846598;-1.237050854;3.117001857
imc2024_lizard_pond,lizard,lizard_00019.png,0.816553267;-0.273181613;0.508539644;0.417343462;0.887995963;-0.193099987;-0.398829785;0.369912121;0.839106564,-0.893367807;0.436996687;-0.144990891
imc2024_lizard_pond,lizard,lizard_00707.png,-0.012987244;-0.632998232;0.774044294;0.614946668;0.605351004;0.505362006;-0.788461747;0.482559220;0.381398312,-3.554072543;-1.703595748;3.920946839
imc2024_lizard_pond,lizard,lizard_00242.png,0.518783479;0.516440184;-0.681287926;-0.754119310;0.651830397;-0.080132388;0.402700594;0.555343740;0.727616356,3.910446287;-1.182631028;2.627161597
imc2024_lizard_pond,lizard,lizard_00292.png,0.835087451;-0.222050242;0.503311673;0.465694117;0.772386073;-0.431912889;-0.292844565;0.595074319;0.748417408,-0.459689453;-0.719519418;-0.946550809
imc2024_lizard_pond,lizard,lizard_00154.png,-0.903306206;-0.385284400;0.188663271;0.100216098;0.238093833;0.966058001;-0.417126638;0.891553284;-0.176459937,0.273731066;-2.826865875;6.483589358
imc2024_lizard_pond,lizard,lizard_00633.png,0.871650204;-0.232622773;0.431407658;0.309299680;0.943865084;-0.115984531;-0.380209982;0.234532191;0.894670342,1.904878178;-0.983467829;0.551678546
imc2024_lizard_pond,lizard,lizard_00017.png,0.841829899;-0.073643484;-0.534695294;0.184916304;0.970046550;0.157529843;0.507078279;-0.231487209;0.830232070,0.951512048;-0.147980700;0.048295491
imc2024_lizard_pond,lizard,lizard_00391.png,0.855640366;-0.187207585;-0.482527600;-0.454537774;0.174089047;-0.873549321;0.247537829;0.966771081;0.063864697,0.249443929;0.720872567;-0.908568311
imc2024_lizard_pond,lizard,lizard_00212.png,-0.813052595;0.213885301;-0.541478121;-0.249841190;0.711891202;0.656346171;0.525856309;0.668927496;-0.525367631,-3.622342647;0.429159794;0.120620435
imc2024_lizard_pond,lizard,lizard_00492.png,0.881753572;-0.177150563;0.437182246;0.024375595;0.942675847;0.332818386;-0.471080108;-0.282807224;0.835525946,0.284286908;-2.052773315;5.239896718
imc2024_lizard_pond,lizard,lizard_00549.png,0.893118261;-0.252337068;0.372378540;0.158045445;0.951087414;0.265432419;-0.421142981;-0.178209808;0.889314261,-0.681300894;-0.348996941;0.188491369
imc2024_lizard_pond,lizard,lizard_00720.png,-0.993559366;-0.097123309;-0.058368226;-0.099096164;0.494953721;0.863250117;-0.054952138;0.863474306;-0.501390452,4.556351387;0.329640930;4.546387260
imc2024_lizard_pond,lizard,lizard_00544.png,0.990871602;-0.002632937;-0.134783290;0.006212542;0.999638869;0.026144527;0.134665779;-0.026743216;0.990530125,0.131029889;-1.495139868;2.495483831
imc2024_lizard_pond,lizard,lizard_00140.png,0.993492403;-0.059167011;0.097324770;0.043963101;0.987472653;0.151542093;-0.105071842;-0.146277220;0.983647743,-4.615093488;1.266071166;-0.686137456
imc2024_lizard_pond,lizard,lizard_00318.png,0.987029016;0.118472206;0.108342318;-0.027931862;0.791287943;-0.610805372;-0.158093430;0.599856423;0.784333309,-0.607831902;-0.408332873;-0.795150907
imc2024_lizard_pond,lizard,lizard_00066.png,0.187580399;0.568624528;-0.800924303;-0.643938762;0.686920426;0.336872676;0.741725330;0.452555493;0.495012182,1.727556733;-1.002359604;3.773635994
imc2024_lizard_pond,lizard,lizard_00086.png,0.888787681;0.201378186;-0.411707766;-0.190103585;0.979361499;0.068641691;0.417033674;0.017259233;0.908727150,0.667132618;-0.469882787;1.354832522
imc2024_lizard_pond,outliers,outliers_img_20230617_181536.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
imc2024_lizard_pond,outliers,outliers_img_20230617_181545.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
imc2024_lizard_pond,outliers,outliers_img_20230617_181719.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
